2916305152,Snowden,friends,1,3204804,19989,2300,Thu Dec 11 21:24:28 +0000 2014,https://t.co/U63fP7T2ST,img/2916305152.jpg,
28567809,royalsociety,friends,647,153578,3828,22809,Fri Apr 03 14:00:38 +0000 2009,http://t.co/HcrtFYqUKP,img/28567809.jpg,London  UK
52206282,matdellac,friends,297,7431,249,10460,Mon Jun 29 22:06:26 +0000 2009,https://t.co/0uPxx13Ocj,img/52206282.jpg,Lisbon
261546340,hipsterhacker,friends,17,61410,1451,106,Sun Mar 06 05:05:08 +0000 2011,http://t.co/OayiOm46AD,img/261546340.jpg,The distant present
2773289766,peppertap,friends,574,15063,44,7266,Wed Aug 27 13:56:43 +0000 2014,http://t.co/OGbbszjqEf,img/2773289766.png,Gurgaon  Haryana
17178315,Una,friends,911,21073,931,18035,Wed Nov 05 02:54:09 +0000 2008,https://t.co/ADc1hUbYBB,img/17178315.jpg,New York
576601748,meyerini,friends,579,1487,93,9482,Thu May 10 21:51:44 +0000 2012,https://t.co/c8najyEQUT,img/576601748.jpg,NYC
3050705664,Dhaliwal2015,friends,2567,8966,5,809,Sat Feb 28 18:45:12 +0000 2015,http://t.co/ai6uNlhvR9,img/3050705664.png,
393657399,funforlouis,friends,872,881796,1949,8426,Tue Oct 18 21:37:23 +0000 2011,https://t.co/vOm8qkgrzm,img/393657399.jpg,UK
239672340,UnboxTherapy,friends,451,1240150,2404,21842,Tue Jan 18 04:39:42 +0000 2011,https://t.co/qgVbKOIt1C,img/239672340.jpg,Toronto // LA
46063,hunterwalk,friends,918,176754,3993,161,Wed Dec 06 18:08:13 +0000 2006,https://t.co/gINrcfzM8M,img/46063.jpg,san francisco
19622847,Akamai,friends,3045,114172,1415,19745,Tue Jan 27 22:58:24 +0000 2009,http://t.co/cYtWJORUJm,img/19622847.png,Cambridge  MA
586671909,VineCreators,friends,2,16546705,9076,3705,Mon May 21 14:34:36 +0000 2012,https://t.co/thXiSgR25v,img/586671909.jpg,
23978689,natalyathree,friends,469,1824,74,4487,Thu Mar 12 16:33:18 +0000 2009,https://t.co/9VK7348qEI,img/23978689.jpg,New York  NY
35432643,addyosmani,friends,1767,160694,6271,19029,Sun Apr 26 08:40:11 +0000 2009,https://t.co/qO6rgXlbk6,img/35432643.jpg,Mountain View  CA
5797422,MengTo,friends,218,23771,1033,12440,Sun May 06 00:22:13 +0000 2007,https://t.co/KfC6jcnNZk,img/5797422.png,Montreal
